[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:45:34.364283Z] | [0.62] | [1dd5b721] | [Banco Mercantil Santa Cruz S.A.]
[2026-03-12T16:45:34.365714Z] | [3.35] | [065167de] | [Banco Mercantil Santa Cruz S.A.]
[2026-03-12T16:45:34.367115Z] | [3.22] | [7f7d4fcf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.368992Z] | [1.2] | [0fdb2fd3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.370392Z] | [3.04] | [129d738e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.372088Z] | [3.25] | [6d47e8f1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.373436Z] | [3.53] | [7c09e149] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.374745Z] | [1.12] | [e707bdb1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.376056Z] | [3.49] | [f7f8afe7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.377370Z] | [2.51] | [634423d0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.378683Z] | [1.2] | [cea18ff9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.380000Z] | [2.75] | [fb562f9c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.381331Z] | [1.66] | [61e23b32] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.382648Z] | [3.14] | [0911383a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.384091Z] | [2.23] | [10c32658] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.385494Z] | [1.95] | [3345ad51] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.386816Z] | [2.69] | [0cbe7393] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.388135Z] | [0.96] | [b230f320] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.389438Z] | [1.87] | [6f5f055f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.390769Z] | [3.56] | [0f4b2688] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.392118Z] | [2.5] | [ebc2aad5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.393550Z] | [2.39] | [d92e3fb0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.394947Z] | [0.87] | [2bae7bda] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.396312Z] | [2.35] | [d184f51a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.397648Z] | [0.7] | [3931adf4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.399002Z] | [0.88] | [54cadd1c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.400659Z] | [2.51] | [88218e80] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.402057Z] | [2.84] | [6b2acc8f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.403467Z] | [2.28] | [70855707] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.404863Z] | [1.75] | [25350497] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.406240Z] | [1.64] | [959da9d3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.407622Z] | [3.14] | [8ad33ad4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.409026Z] | [1.62] | [3670f038] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.410439Z] | [2.76] | [85c121f3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.411803Z] | [1.8] | [5e5f763e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.413180Z] | [0.58] | [cff6862c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.414577Z] | [1.61] | [1447e034] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.416639Z] | [1.57] | [7dea17be] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.418259Z] | [3.4] | [aa47b499] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.419579Z] | [2.63] | [4e639ce9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.420931Z] | [3.18] | [f1fc4b11] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.422295Z] | [3.75] | [ed327deb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.423610Z] | [3.88] | [44edd47a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.424973Z] | [1.09] | [8ea8c846] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.426437Z] | [1.9] | [d5db777a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.427746Z] | [3.94] | [ad785057] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.429079Z] | [2.69] | [1166ccdc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.430943Z] | [1.9] | [606e93d2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.432311Z] | [3.12] | [be51bc5e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.433626Z] | [1.61] | [e8d2730e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.434941Z] | [2.6] | [a95e1518] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.436285Z] | [1.94] | [9ce888b1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.437615Z] | [2.13] | [80c60192] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.438953Z] | [3.93] | [04d68a63] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.440287Z] | [2.6] | [504d2df6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.441626Z] | [0.99] | [268be477] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.442961Z] | [2.1] | [b29d82be] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.444303Z] | [3.16] | [0a4dfff5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.445634Z] | [4.0] | [1b62bfbb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.447123Z] | [1.9] | [a76a3581] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.448448Z] | [0.76] | [b7dd7525] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.449764Z] | [3.55] | [290e003f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.451086Z] | [0.84] | [e725ba9a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.452400Z] | [0.57] | [e34a3da8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.453709Z] | [1.15] | [547e0738] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.455011Z] | [0.89] | [178f08ae] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.456322Z] | [3.34] | [e7076290] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.457717Z] | [1.41] | [e8e7c5cd] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.459089Z] | [3.36] | [276a877a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.460403Z] | [3.42] | [97b4e3e0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.461789Z] | [3.78] | [887abe88] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.464282Z] | [3.45] | [9a1cfc34] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.465840Z] | [2.09] | [6d1f2180] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.467241Z] | [2.17] | [8d4deb1f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.468581Z] | [1.61] | [06dbe7fa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.469982Z] | [1.02] | [e409eae3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.471354Z] | [0.7] | [ba1c8551] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.472696Z] | [3.89] | [34c63446] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.474228Z] | [2.74] | [c7bd7983] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.475572Z] | [0.85] | [4b02b214] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.476950Z] | [2.86] | [99ab35a3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.478488Z] | [1.87] | [c70e825b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.480025Z] | [1.6] | [3f1052ae] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.481443Z] | [0.58] | [34f8e413] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.482783Z] | [2.77] | [615f315c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.484163Z] | [0.79] | [226ecf7f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.485523Z] | [2.52] | [6da13e22] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.486868Z] | [2.34] | [327f25b9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.488318Z] | [0.63] | [4bfaa353] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.489668Z] | [1.38] | [67407c34] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.491119Z] | [0.63] | [3b709ed2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.492543Z] | [1.27] | [6c8d5f37] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.494545Z] | [3.99] | [bb7c2f65] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.495984Z] | [3.48] | [c284afdc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.497961Z] | [2.19] | [fec1fcdb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.500015Z] | [3.97] | [9ec5d2a3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.501941Z] | [1.57] | [f241edc9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.503943Z] | [0.65] | [6f2fd191] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.505970Z] | [1.1] | [ca0cea8b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.508007Z] | [2.29] | [44835c50] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.509897Z] | [3.16] | [449259c6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.511290Z] | [3.64] | [9bb09adf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.512671Z] | [0.78] | [62bf957c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.514048Z] | [1.35] | [1806485a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.515521Z] | [3.34] | [92f2812e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.516977Z] | [2.48] | [ba3edead] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.518402Z] | [1.92] | [43ae4875] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.519819Z] | [3.65] | [c76a3abe] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.521264Z] | [3.75] | [e88c4c31] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.522706Z] | [2.88] | [8a6198ac] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.524099Z] | [1.02] | [4947a169] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.525675Z] | [0.58] | [70801dde] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.527149Z] | [0.57] | [08bf2bd6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.528612Z] | [2.68] | [37685cc7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.529987Z] | [3.79] | [f32bf498] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.531364Z] | [2.69] | [b71082cb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.533021Z] | [1.51] | [9f55ee9d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.534458Z] | [2.76] | [60aaf0b1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.535893Z] | [3.24] | [1b8dd59f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.537345Z] | [3.84] | [cbde864b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.538761Z] | [2.98] | [09eca85c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.540193Z] | [2.27] | [0ba25622] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.541636Z] | [2.22] | [9c17b640] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.542994Z] | [2.81] | [22cba646] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.544353Z] | [3.84] | [a79d528c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.545813Z] | [1.08] | [0880f91a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.547348Z] | [2.41] | [59605069] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.548731Z] | [0.98] | [77f87f43] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.550107Z] | [1.35] | [af9e7f82] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.551490Z] | [1.93] | [64af6558] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.552906Z] | [2.16] | [79c7fe50] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.554295Z] | [2.24] | [73f1460c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.555722Z] | [3.44] | [7cf67c9e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.557219Z] | [1.35] | [276361e5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.558640Z] | [0.6] | [d7a8f6f5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.560060Z] | [3.33] | [8e2389be] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.561558Z] | [2.94] | [232aa203] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.562993Z] | [1.32] | [5fbc4d7d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.564377Z] | [1.05] | [1d2e422a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.565815Z] | [3.61] | [678c13f3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.567273Z] | [1.93] | [4e6232a6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.568667Z] | [1.87] | [2d45bf50] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.570067Z] | [2.18] | [c6550d96] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.571459Z] | [1.01] | [b7383b1e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.573002Z] | [1.34] | [c7d7ce95] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.574390Z] | [0.68] | [ee3faccf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.575840Z] | [3.77] | [b9dd0ca8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.577271Z] | [2.97] | [fcf430d2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.578688Z] | [1.33] | [f56e9751] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.580104Z] | [2.5] | [f53ec48f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.581525Z] | [3.73] | [b49a0f20] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.582975Z] | [3.56] | [4c29e5c9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.584399Z] | [1.28] | [f0a38eb7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.585847Z] | [3.18] | [75b128a6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.587306Z] | [3.16] | [b0e59e93] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.588734Z] | [3.76] | [c4e38a45] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.590134Z] | [1.21] | [c68fed5b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.591526Z] | [2.58] | [fe695abc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.592969Z] | [2.44] | [6b5e2403] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.594440Z] | [1.77] | [06914f26] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.595871Z] | [1.31] | [34f94c1d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.597318Z] | [2.0] | [89879aa8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.598740Z] | [0.62] | [836100ba] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.600164Z] | [3.6] | [017605ce] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.601615Z] | [3.06] | [ed893056] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.603233Z] | [2.11] | [ad45ae8a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.604715Z] | [0.53] | [40d0ee1d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.606016Z] | [3.69] | [aa0a3beb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.607308Z] | [0.68] | [31665733] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.608740Z] | [1.81] | [5ccf0deb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.610133Z] | [2.47] | [65552a35] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.611595Z] | [1.17] | [252548da] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.613001Z] | [2.61] | [409c7bdf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.614403Z] | [1.45] | [622db2a2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.615763Z] | [3.04] | [27662296] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.617147Z] | [2.3] | [633ad72d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.618522Z] | [1.9] | [6d1a5133] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.620053Z] | [1.55] | [e504b35c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.621448Z] | [1.02] | [4cc23276] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.622834Z] | [3.55] | [5fc6a367] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.624191Z] | [3.75] | [2bce604c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.625583Z] | [3.82] | [47c8d2c9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.627050Z] | [1.85] | [5cc60aa7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.628433Z] | [3.82] | [12488550] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.629828Z] | [2.31] | [13bbab9a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.631244Z] | [2.52] | [8d450a46] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.632661Z] | [2.89] | [b29fc070] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.634048Z] | [3.07] | [d9695fea] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.635789Z] | [2.72] | [c4bc240d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.637214Z] | [3.38] | [a9146af0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.638672Z] | [1.52] | [121b2f3a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.640046Z] | [2.97] | [7cd2b39a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.641461Z] | [0.91] | [595a4869] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.642880Z] | [3.47] | [4f4032a2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.644225Z] | [2.74] | [4b5bd52b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.645642Z] | [2.18] | [ee3ae781] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.647041Z] | [1.71] | [60985ce9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.648458Z] | [2.13] | [5296fcd2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.650087Z] | [3.08] | [3854a799] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.651530Z] | [2.48] | [e1963b7c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.652863Z] | [2.59] | [97667fbe] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.654189Z] | [3.79] | [884a118c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.655516Z] | [2.35] | [11ea9486] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.656878Z] | [1.04] | [5e77c7d2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.658215Z] | [0.87] | [9d906af0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.659633Z] | [3.69] | [862b1848] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.661028Z] | [1.7] | [25e34562] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.662364Z] | [2.38] | [85f148ca] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.663688Z] | [2.28] | [6adc1797] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.665035Z] | [0.73] | [ccdde4e0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.666502Z] | [3.11] | [9e1ab9a5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.667837Z] | [1.83] | [ed4fcd05] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.669162Z] | [2.11] | [1513bdde] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.670609Z] | [3.43] | [73d01493] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.671955Z] | [0.65] | [c2111662] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.673285Z] | [1.21] | [8b935199] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.674617Z] | [3.92] | [26871b25] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.675945Z] | [3.61] | [1fac470d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.677275Z] | [3.74] | [ca5047b1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.678613Z] | [3.16] | [c8764d2d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.679940Z] | [1.25] | [1b18bfaa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.681272Z] | [3.85] | [56898845] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.682634Z] | [2.07] | [07bfcd97] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.684004Z] | [3.81] | [11e9efc4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.685358Z] | [0.82] | [ad764af2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.686710Z] | [0.91] | [3d788423] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.688058Z] | [0.83] | [67f2470f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.689413Z] | [2.02] | [c9091a9b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.690842Z] | [1.28] | [3e29546d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.692274Z] | [0.78] | [20527515] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.693623Z] | [3.05] | [7ee29679] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.694966Z] | [0.57] | [15f396fa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.696303Z] | [0.56] | [1bec5593] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.698021Z] | [0.61] | [54b18f62] | [Banco Nacional de Bolivia S.A. (BNB)]
